,time,dishwasher
1363,4213363,57
1364,4213364,57
1365,4213365,57
1366,4213366,57
1367,4213367,57
1368,4213368,57
1369,4213369,58
1370,4213370,58
1371,4213371,58
1372,4213372,57
1373,4213373,58
1374,4213374,57
1375,4213375,57
1376,4213376,57
1377,4213377,58
1378,4213378,58
1379,4213379,57
1380,4213380,57
1381,4213381,57
1382,4213382,57
1383,4213383,57
1384,4213384,57
1385,4213385,1
1386,4213386,1
1387,4213387,1
1388,4213388,1
1389,4213389,1
1390,4213390,64
1391,4213391,63
1392,4213392,63
1393,4213393,63
1394,4213394,63
1395,4213395,63
1396,4213396,57
1397,4213397,57
1398,4213398,57
1399,4213399,57
1400,4213400,57
1401,4213401,58
1402,4213402,57
1403,4213403,58
1404,4213404,58
1405,4213405,57
1406,4213406,57
1407,4213407,57
1408,4213408,57
1409,4213409,57
1410,4213410,57
1411,4213411,57
1412,4213412,57
1413,4213413,57
1414,4213414,58
1415,4213415,57
1416,4213416,58
1417,4213417,58
1418,4213418,57
1419,4213419,58
1420,4213420,1
1421,4213421,1
1422,4213422,1
1423,4213423,1
1424,4213424,1
1425,4213425,64
1426,4213426,63
1427,4213427,63
1428,4213428,62
1429,4213429,62
1430,4213430,63
1431,4213431,58
1432,4213432,57
1433,4213433,58
1434,4213434,57
1435,4213435,57
1436,4213436,57
1437,4213437,57
1438,4213438,57
1439,4213439,57
1440,4213440,78
1441,4213441,57
1442,4213442,80
1443,4213443,57
1444,4213444,81
1445,4213445,82
1446,4213446,82
1447,4213447,83
1448,4213448,83
1449,4213449,82
1450,4213450,83
1451,4213451,83
1452,4213452,82
1453,4213453,84
1454,4213454,86
1455,4213455,88
1456,4213456,90
1457,4213457,89
1458,4213458,74
1459,4213459,90
1460,4213460,69
1461,4213461,70
1462,4213462,90
1463,4213463,66
1464,4213464,65
1465,4213465,77
1466,4213466,64
1467,4213467,64
1468,4213468,70
1469,4213469,61
1470,4213470,62
1471,4213471,63
1472,4213472,61
1473,4213473,61
1474,4213474,60
1475,4213475,59
1476,4213476,57
1477,4213477,52
1478,4213478,117
1479,4213479,27
1480,4213480,26
1481,4213481,26
1482,4213482,27
1483,4213483,26
1484,4213484,27
1485,4213485,29
1486,4213486,31
1487,4213487,25
1488,4213488,26
1489,4213489,26
1490,4213490,25
1491,4213491,25
1492,4213492,24
1493,4213493,24
1494,4213494,25
1495,4213495,25
1496,4213496,24
1497,4213497,25
1498,4213498,25
1499,4213499,25
1500,4213500,25
1501,4213501,25
1502,4213502,25
1503,4213503,25
1504,4213504,25
1505,4213505,24
1506,4213506,25
1507,4213507,25
1508,4213508,25
1509,4213509,25
1510,4213510,25
1511,4213511,25
1512,4213512,25
1513,4213513,25
1514,4213514,25
1515,4213515,25
1516,4213516,25
1517,4213517,25
1518,4213518,25
1519,4213519,25
1520,4213520,25
1521,4213521,25
1522,4213522,25
1523,4213523,25
1524,4213524,25
1525,4213525,25
1526,4213526,25
1527,4213527,25
1528,4213528,25
1529,4213529,25
1530,4213530,25
1531,4213531,25
1532,4213532,25
1533,4213533,25
1534,4213534,25
1535,4213535,25
1536,4213536,25
1537,4213537,25
1538,4213538,25
1539,4213539,25
1540,4213540,25
1541,4213541,25
1542,4213542,25
1543,4213543,25
1544,4213544,25
1545,4213545,25
1546,4213546,25
1547,4213547,25
1548,4213548,25
1549,4213549,25
1550,4213550,25
1551,4213551,25
1552,4213552,25
1553,4213553,25
1554,4213554,25
1555,4213555,25
1556,4213556,25
1557,4213557,25
1558,4213558,25
1559,4213559,7
1560,4213560,7
1561,4213561,7
1562,4213562,7
1563,4213563,7
1564,4213564,7
1565,4213565,7
1566,4213566,7
1567,4213567,7
1568,4213568,7
1569,4213569,7
1570,4213570,7
1571,4213571,7
1572,4213572,7
1573,4213573,7
1574,4213574,37
1575,4213575,24
1576,4213576,25
1577,4213577,25
1578,4213578,1
1579,4213579,1
1580,4213580,1
1581,4213581,1
1582,4213582,1
1583,4213583,35
1584,4213584,26
1585,4213585,24
1586,4213586,24
1587,4213587,1
1588,4213588,1
1589,4213589,1
1590,4213590,1
1591,4213591,1
1592,4213592,32
1593,4213593,25
1594,4213594,25
1595,4213595,25
1596,4213596,1
1597,4213597,1
1598,4213598,1
1599,4213599,1
1600,4213600,1
1601,4213601,32
1602,4213602,25
1603,4213603,25
1604,4213604,25
1605,4213605,1
1606,4213606,1
1607,4213607,1
1608,4213608,1
1609,4213609,1
1610,4213610,34
1611,4213611,26
1612,4213612,26
1613,4213613,25
1614,4213614,1
1615,4213615,1
1616,4213616,1
1617,4213617,1
1618,4213618,1
1619,4213619,38
1620,4213620,26
1621,4213621,26
1622,4213622,25
1623,4213623,1
1624,4213624,1
1625,4213625,1
1626,4213626,1
1627,4213627,1
1628,4213628,23
1629,4213629,1
1630,4213630,26
1631,4213631,1
1632,4213632,27
1633,4213633,27
1634,4213634,29
1635,4213635,34
1636,4213636,36
1637,4213637,37
1638,4213638,36
1639,4213639,37
1640,4213640,24
1641,4213641,26
1642,4213642,25
1643,4213643,26
1644,4213644,25
1645,4213645,25
1646,4213646,24
1647,4213647,25
1648,4213648,25
1649,4213649,25
1650,4213650,25
1651,4213651,25
1652,4213652,25
1653,4213653,26
1654,4213654,25
1655,4213655,26
1656,4213656,25
1657,4213657,25
1658,4213658,25
1659,4213659,25
1660,4213660,25
1661,4213661,25
1662,4213662,7
1663,4213663,7
1664,4213664,7
1665,4213665,7
1666,4213666,7
1667,4213667,6
1668,4213668,7
1669,4213669,7
1670,4213670,7
1671,4213671,7
1672,4213672,7
1673,4213673,7
1674,4213674,7
1675,4213675,7
1676,4213676,6
1677,4213677,7
1678,4213678,7
1679,4213679,7
1680,4213680,7
1681,4213681,6
1682,4213682,7
1683,4213683,7
1684,4213684,7
1685,4213685,7
1686,4213686,7
1687,4213687,7
1688,4213688,7
1689,4213689,7
1690,4213690,7
1691,4213691,7
1692,4213692,7
1693,4213693,7
1694,4213694,7
1695,4213695,7
1696,4213696,7
1697,4213697,7
1698,4213698,7
1699,4213699,7
1700,4213700,7
1701,4213701,7
1702,4213702,7
1703,4213703,6
1704,4213704,7
1705,4213705,7
1706,4213706,7
1707,4213707,7
1708,4213708,7
1709,4213709,7
1710,4213710,6
1711,4213711,6
1712,4213712,6
1713,4213713,6
1714,4213714,6
1715,4213715,6
1716,4213716,6
1717,4213717,6
1718,4213718,6
1719,4213719,6
1720,4213720,6
1721,4213721,6
1722,4213722,6
1723,4213723,6
1724,4213724,6
1725,4213725,64
1726,4213726,63
1727,4213727,63
1728,4213728,64
1729,4213729,62
1730,4213730,63
1731,4213731,58
1732,4213732,58
1733,4213733,58
1734,4213734,58
1735,4213735,58
1736,4213736,57
1737,4213737,57
1738,4213738,57
1739,4213739,58
1740,4213740,57
1741,4213741,58
1742,4213742,57
1743,4213743,57
1744,4213744,57
1745,4213745,57
1746,4213746,57
1747,4213747,57
1748,4213748,57
1749,4213749,57
1750,4213750,58
1751,4213751,58
1752,4213752,57
1753,4213753,57
1754,4213754,57
1755,4213755,1
1756,4213756,1
1757,4213757,1
1758,4213758,1
1759,4213759,1
1760,4213760,65
1761,4213761,64
1762,4213762,63
1763,4213763,63
1764,4213764,63
1765,4213765,62
1766,4213766,53
1767,4213767,57
1768,4213768,57
1769,4213769,57
1770,4213770,57
1771,4213771,56
1772,4213772,57
1773,4213773,56
1774,4213774,57
1775,4213775,57
1776,4213776,56
1777,4213777,57
1778,4213778,57
1779,4213779,57
1780,4213780,56
1781,4213781,57
1782,4213782,56
1783,4213783,57
1784,4213784,56
1785,4213785,56
1786,4213786,57
1787,4213787,56
1788,4213788,57
1789,4213789,56
1790,4213790,1
1791,4213791,1
1792,4213792,1
1793,4213793,1
1794,4213794,1
1795,4213795,69
1796,4213796,62
1797,4213797,63
1798,4213798,62
1799,4213799,62
1800,4213800,62
1801,4213801,58
1802,4213802,56
1803,4213803,57
1804,4213804,57
1805,4213805,56
1806,4213806,57
1807,4213807,55
1808,4213808,56
1809,4213809,55
1810,4213810,56
1811,4213811,55
1812,4213812,57
1813,4213813,56
1814,4213814,56
1815,4213815,56
1816,4213816,56
1817,4213817,57
1818,4213818,56
1819,4213819,57
1820,4213820,56
1821,4213821,56
1822,4213822,54
1823,4213823,56
1824,4213824,54
1825,4213825,1
1826,4213826,1
1827,4213827,1
1828,4213828,1
1829,4213829,1
1830,4213830,114
1831,4213831,63
1832,4213832,63
1833,4213833,63
1834,4213834,61
1835,4213835,63
1836,4213836,57
1837,4213837,56
1838,4213838,54
1839,4213839,56
1840,4213840,56
1841,4213841,56
1842,4213842,57
1843,4213843,55
1844,4213844,56
1845,4213845,55
1846,4213846,56
1847,4213847,55
1848,4213848,56
1849,4213849,57
1850,4213850,55
1851,4213851,56
1852,4213852,55
1853,4213853,56
1854,4213854,55
1855,4213855,55
1856,4213856,56
1857,4213857,55
1858,4213858,56
1859,4213859,55
1860,4213860,1
1861,4213861,1
1862,4213862,1
1863,4213863,1
1864,4213864,1
1865,4213865,4
1866,4213866,63
1867,4213867,63
1868,4213868,63
1869,4213869,62
1870,4213870,62
1871,4213871,59
1872,4213872,56
1873,4213873,55
1874,4213874,56
1875,4213875,56
1876,4213876,55
1877,4213877,56
1878,4213878,54
1879,4213879,56
1880,4213880,54
1881,4213881,55
1882,4213882,56
1883,4213883,56
1884,4213884,56
1885,4213885,54
1886,4213886,56
1887,4213887,55
1888,4213888,56
1889,4213889,56
1890,4213890,55
1891,4213891,56
1892,4213892,55
1893,4213893,55
1894,4213894,54
1895,4213895,1
1896,4213896,1
1897,4213897,1
1898,4213898,1
1899,4213899,1
1900,4213900,113
1901,4213901,64
1902,4213902,62
1903,4213903,64
1904,4213904,62
1905,4213905,63
1906,4213906,59
1907,4213907,56
1908,4213908,55
1909,4213909,55
1910,4213910,54
1911,4213911,55
1912,4213912,56
1913,4213913,56
1914,4213914,56
1915,4213915,56
1916,4213916,56
1917,4213917,55
1918,4213918,56
1919,4213919,54
1920,4213920,56
1921,4213921,54
1922,4213922,55
1923,4213923,56
1924,4213924,55
1925,4213925,56
1926,4213926,55
1927,4213927,56
1928,4213928,54
1929,4213929,56
1930,4213930,1
1931,4213931,1
1932,4213932,1
1933,4213933,1
1934,4213934,1
1935,4213935,29
1936,4213936,62
1937,4213937,64
1938,4213938,64
1939,4213939,62
1940,4213940,63
1941,4213941,59
1942,4213942,56
1943,4213943,56
1944,4213944,55
1945,4213945,56
1946,4213946,55
1947,4213947,56
1948,4213948,55
1949,4213949,56
1950,4213950,76
1951,4213951,55
1952,4213952,81
1953,4213953,55
1954,4213954,82
1955,4213955,80
1956,4213956,81
1957,4213957,68
1958,4213958,89
1959,4213959,76
1960,4213960,71
1961,4213961,86
1962,4213962,72
1963,4213963,70
1964,4213964,73
1965,4213965,72
1966,4213966,67
1967,4213967,62
1968,4213968,64
1969,4213969,73
1970,4213970,64
1971,4213971,61
1972,4213972,61
1973,4213973,63
1974,4213974,63
1975,4213975,60
1976,4213976,59
1977,4213977,58
1978,4213978,59
1979,4213979,57
1980,4213980,50
1981,4213981,50
1982,4213982,47
1983,4213983,44
1984,4213984,47
1985,4213985,51
1986,4213986,50
1987,4213987,66
1988,4213988,69
1989,4213989,26
1990,4213990,26
1991,4213991,25
1992,4213992,26
1993,4213993,26
1994,4213994,26
1995,4213995,27
1996,4213996,28
1997,4213997,29
1998,4213998,24
1999,4213999,25
2000,4214000,26
2001,4214001,26
2002,4214002,26
2003,4214003,26
2004,4214004,26
2005,4214005,26
2006,4214006,25
2007,4214007,25
2008,4214008,26
2009,4214009,26
2010,4214010,26
2011,4214011,26
2012,4214012,26
2013,4214013,26
2014,4214014,25
2015,4214015,26
2016,4214016,26
2017,4214017,26
2018,4214018,25
2019,4214019,25
2020,4214020,25
2021,4214021,25
2022,4214022,26
2023,4214023,26
2024,4214024,26
2025,4214025,25
2026,4214026,25
2027,4214027,25
2028,4214028,26
2029,4214029,26
2030,4214030,26
2031,4214031,26
2032,4214032,26
2033,4214033,26
2034,4214034,26
2035,4214035,26
2036,4214036,26
2037,4214037,26
2038,4214038,26
2039,4214039,26
2040,4214040,26
2041,4214041,26
2042,4214042,26
2043,4214043,26
2044,4214044,26
2045,4214045,26
2046,4214046,26
2047,4214047,26
2048,4214048,26
2049,4214049,26
2050,4214050,26
2051,4214051,26
2052,4214052,26
2053,4214053,26
2054,4214054,26
2055,4214055,26
2056,4214056,27
2057,4214057,27
2058,4214058,26
2059,4214059,26
2060,4214060,26
2061,4214061,26
2062,4214062,27
2063,4214063,27
2064,4214064,26
2065,4214065,27
2066,4214066,26
2067,4214067,26
2068,4214068,26
2069,4214069,7
2070,4214070,7
2071,4214071,7
2072,4214072,7
2073,4214073,7
2074,4214074,7
2075,4214075,7
2076,4214076,7
2077,4214077,6
2078,4214078,7
2079,4214079,7
2080,4214080,7
2081,4214081,7
2082,4214082,7
2083,4214083,7
2084,4214084,18
2085,4214085,28
2086,4214086,27
2087,4214087,25
2088,4214088,1
2089,4214089,1
2090,4214090,1
2091,4214091,1
2092,4214092,1
2093,4214093,26
2094,4214094,27
2095,4214095,26
2096,4214096,26
2097,4214097,1
2098,4214098,1
2099,4214099,1
2100,4214100,1
2101,4214101,1
2102,4214102,27
2103,4214103,27
2104,4214104,25
2105,4214105,25
2106,4214106,1
2107,4214107,1
2108,4214108,1
2109,4214109,1
2110,4214110,1
2111,4214111,21
2112,4214112,27
2113,4214113,25
2114,4214114,25
2115,4214115,1
2116,4214116,1
2117,4214117,1
2118,4214118,1
2119,4214119,1
2120,4214120,18
2121,4214121,27
2122,4214122,25
2123,4214123,25
2124,4214124,1
2125,4214125,1
2126,4214126,1
2127,4214127,1
2128,4214128,1
2129,4214129,16
2130,4214130,26
2131,4214131,25
2132,4214132,25
2133,4214133,1
2134,4214134,1
2135,4214135,1
2136,4214136,1
2137,4214137,1
2138,4214138,19
2139,4214139,1
2140,4214140,24
2141,4214141,1
2142,4214142,28
2143,4214143,28
2144,4214144,28
2145,4214145,32
2146,4214146,36
2147,4214147,37
2148,4214148,37
2149,4214149,37
2150,4214150,33
2151,4214151,25
2152,4214152,25
2153,4214153,26
2154,4214154,25
2155,4214155,26
2156,4214156,26
2157,4214157,26
2158,4214158,26
2159,4214159,26
2160,4214160,26
2161,4214161,26
2162,4214162,26
2163,4214163,26
2164,4214164,25
2165,4214165,26
2166,4214166,26
2167,4214167,26
2168,4214168,26
2169,4214169,26
2170,4214170,26
2171,4214171,26
2172,4214172,6
2173,4214173,7
2174,4214174,7
2175,4214175,7
2176,4214176,7
2177,4214177,7
2178,4214178,7
2179,4214179,7
2180,4214180,7
2181,4214181,7
2182,4214182,7
2183,4214183,7
2184,4214184,7
2185,4214185,7
2186,4214186,7
2187,4214187,7
2188,4214188,7
2189,4214189,7
2190,4214190,7
2191,4214191,7
2192,4214192,7
2193,4214193,7
2194,4214194,7
2195,4214195,7
2196,4214196,7
2197,4214197,7
2198,4214198,7
2199,4214199,7
2200,4214200,7
2201,4214201,7
2202,4214202,7
2203,4214203,7
2204,4214204,7
2205,4214205,6
2206,4214206,7
2207,4214207,7
2208,4214208,6
2209,4214209,6
2210,4214210,6
2211,4214211,6
2212,4214212,6
2213,4214213,6
2214,4214214,6
2215,4214215,6
2216,4214216,7
2217,4214217,6
2218,4214218,7
2219,4214219,6
2220,4214220,6
2221,4214221,6
2222,4214222,6
2223,4214223,6
2224,4214224,6
2225,4214225,6
2226,4214226,6
2227,4214227,6
2228,4214228,6
2229,4214229,6
2230,4214230,6
2231,4214231,6
2232,4214232,6
2233,4214233,7
2234,4214234,7
2235,4214235,2
2236,4214236,65
2237,4214237,63
2238,4214238,62
2239,4214239,64
2240,4214240,64
2241,4214241,64
2242,4214242,57
2243,4214243,58
2244,4214244,57
2245,4214245,58
2246,4214246,58
2247,4214247,58
2248,4214248,58
2249,4214249,58
2250,4214250,58
2251,4214251,58
2252,4214252,58
2253,4214253,57
2254,4214254,57
2255,4214255,58
2256,4214256,58
2257,4214257,57
2258,4214258,58
2259,4214259,58
2260,4214260,58
2261,4214261,58
2262,4214262,57
2263,4214263,58
2264,4214264,58
2265,4214265,1
2266,4214266,1
2267,4214267,1
2268,4214268,1
2269,4214269,1
2270,4214270,2
2271,4214271,65
2272,4214272,64
2273,4214273,63
2274,4214274,64
2275,4214275,63
2276,4214276,64
2277,4214277,58
2278,4214278,58
2279,4214279,58
2280,4214280,58
2281,4214281,58
2282,4214282,58
2283,4214283,57
2284,4214284,58
2285,4214285,58
2286,4214286,57
2287,4214287,58
2288,4214288,58
2289,4214289,58
2290,4214290,57
2291,4214291,58
2292,4214292,59
2293,4214293,57
2294,4214294,58
2295,4214295,58
2296,4214296,58
2297,4214297,58
2298,4214298,58
2299,4214299,58
2300,4214300,58
2301,4214301,1
2302,4214302,1
2303,4214303,1
2304,4214304,1
2305,4214305,1
2306,4214306,65
2307,4214307,64
2308,4214308,63
2309,4214309,64
2310,4214310,63
2311,4214311,63
2312,4214312,57
2313,4214313,58
2314,4214314,58
2315,4214315,58
2316,4214316,58
2317,4214317,58
2318,4214318,58
2319,4214319,58
2320,4214320,57
2321,4214321,58
2322,4214322,58
2323,4214323,58
2324,4214324,57
2325,4214325,58
2326,4214326,58
2327,4214327,58
2328,4214328,58
2329,4214329,58
2330,4214330,57
2331,4214331,57
2332,4214332,58
2333,4214333,58
2334,4214334,58
2335,4214335,58
2336,4214336,1
2337,4214337,1
2338,4214338,1
2339,4214339,1
2340,4214340,1
2341,4214341,64
2342,4214342,63
2343,4214343,62
2344,4214344,65
2345,4214345,62
2346,4214346,64
2347,4214347,58
2348,4214348,58
2349,4214349,58
2350,4214350,58
2351,4214351,58
2352,4214352,58
2353,4214353,58
2354,4214354,58
2355,4214355,58
2356,4214356,58
2357,4214357,58
2358,4214358,59
2359,4214359,58
2360,4214360,58
2361,4214361,57
2362,4214362,58
2363,4214363,58
2364,4214364,58
2365,4214365,58
2366,4214366,58
2367,4214367,57
2368,4214368,58
2369,4214369,58
2370,4214370,58
2371,4214371,1
2372,4214372,1
2373,4214373,1
2374,4214374,1
2375,4214375,1
2376,4214376,64
2377,4214377,64
2378,4214378,62
2379,4214379,63
2380,4214380,64
2381,4214381,64
2382,4214382,58
2383,4214383,58
2384,4214384,58
2385,4214385,57
2386,4214386,57
2387,4214387,58
2388,4214388,58
2389,4214389,58
2390,4214390,58
2391,4214391,58
2392,4214392,58
2393,4214393,58
2394,4214394,58
2395,4214395,58
2396,4214396,58
2397,4214397,58
2398,4214398,57
2399,4214399,58
2400,4214400,58
2401,4214401,58
2402,4214402,58
2403,4214403,57
2404,4214404,58
2405,4214405,57
2406,4214406,1
2407,4214407,1
2408,4214408,1
2409,4214409,1
2410,4214410,1
2411,4214411,64
2412,4214412,64
2413,4214413,62
2414,4214414,63
2415,4214415,63
2416,4214416,63
2417,4214417,58
2418,4214418,58
2419,4214419,58
2420,4214420,57
2421,4214421,58
2422,4214422,58
2423,4214423,58
2424,4214424,58
2425,4214425,58
2426,4214426,58
2427,4214427,58
2428,4214428,58
2429,4214429,58
2430,4214430,58
2431,4214431,58
2432,4214432,57
2433,4214433,57
2434,4214434,58
2435,4214435,57
2436,4214436,58
2437,4214437,58
2438,4214438,57
2439,4214439,58
2440,4214440,58
2441,4214441,1
2442,4214442,1
2443,4214443,1
2444,4214444,1
2445,4214445,1
2446,4214446,65
2447,4214447,62
2448,4214448,64
2449,4214449,64
2450,4214450,64
2451,4214451,63
2452,4214452,58
2453,4214453,58
2454,4214454,58
2455,4214455,57
2456,4214456,58
2457,4214457,58
2458,4214458,58
2459,4214459,57
2460,4214460,58
2461,4214461,81
2462,4214462,58
2463,4214463,83
2464,4214464,57
2465,4214465,83
2466,4214466,85
2467,4214467,83
2468,4214468,84
2469,4214469,84
2470,4214470,85
2471,4214471,89
2472,4214472,93
2473,4214473,84
2474,4214474,87
2475,4214475,87
2476,4214476,73
2477,4214477,90
2478,4214478,67
2479,4214479,74
2480,4214480,71
2481,4214481,67
2482,4214482,66
2483,4214483,70
2484,4214484,63
2485,4214485,68
2486,4214486,61
2487,4214487,63
2488,4214488,63
2489,4214489,60
2490,4214490,59
2491,4214491,59
2492,4214492,56
2493,4214493,59
2494,4214494,48
2495,4214495,48
2496,4214496,47
2497,4214497,48
2498,4214498,57
2499,4214499,126
2500,4214500,26
2501,4214501,26
2502,4214502,26
2503,4214503,26
2504,4214504,27
2505,4214505,27
2506,4214506,27
2507,4214507,27
2508,4214508,27
2509,4214509,28
2510,4214510,27
2511,4214511,26
2512,4214512,26
2513,4214513,26
2514,4214514,26
2515,4214515,26
2516,4214516,26
2517,4214517,26
2518,4214518,26
2519,4214519,26
2520,4214520,26
2521,4214521,26
2522,4214522,27
2523,4214523,26
2524,4214524,26
2525,4214525,26
2526,4214526,26
2527,4214527,26
2528,4214528,26
2529,4214529,26
2530,4214530,26
2531,4214531,27
2532,4214532,26
2533,4214533,26
2534,4214534,27
2535,4214535,26
2536,4214536,26
2537,4214537,26
2538,4214538,26
2539,4214539,26
2540,4214540,27
2541,4214541,26
2542,4214542,27
2543,4214543,26
2544,4214544,26
2545,4214545,26
2546,4214546,26
2547,4214547,26
2548,4214548,26
2549,4214549,26
2550,4214550,26
2551,4214551,26
2552,4214552,26
2553,4214553,26
2554,4214554,26
2555,4214555,26
2556,4214556,26
2557,4214557,26
2558,4214558,26
2559,4214559,26
2560,4214560,26
2561,4214561,26
2562,4214562,26
2563,4214563,27
2564,4214564,27
2565,4214565,26
2566,4214566,27
2567,4214567,27
2568,4214568,26
2569,4214569,26
2570,4214570,26
2571,4214571,26
2572,4214572,27
2573,4214573,26
2574,4214574,27
2575,4214575,27
2576,4214576,27
2577,4214577,27
2578,4214578,27
2579,4214579,27
2580,4214580,7
2581,4214581,7
2582,4214582,7
2583,4214583,7
2584,4214584,7
2585,4214585,7
2586,4214586,7
2587,4214587,7
2588,4214588,7
2589,4214589,7
2590,4214590,7
2591,4214591,7
2592,4214592,7
2593,4214593,7
2594,4214594,7
2595,4214595,7
2596,4214596,7
2597,4214597,7
2598,4214598,7
2599,4214599,7
2600,4214600,7
2601,4214601,7
2602,4214602,7
2603,4214603,7
2604,4214604,7
2605,4214605,7
2606,4214606,7
2607,4214607,7
2608,4214608,7
2609,4214609,6
2610,4214610,7
2611,4214611,7
2612,4214612,6
2613,4214613,6
2614,4214614,7
2615,4214615,7
2616,4214616,7
2617,4214617,7
2618,4214618,7
2619,4214619,7
2620,4214620,7
2621,4214621,7
2622,4214622,6
2623,4214623,7
2624,4214624,6
2625,4214625,6
2626,4214626,7
2627,4214627,6
2628,4214628,6
2629,4214629,7
2630,4214630,7
2631,4214631,7
2632,4214632,7
2633,4214633,7
2634,4214634,7
2635,4214635,7
2636,4214636,7
2637,4214637,7
2638,4214638,7
2639,4214639,7
2640,4214640,7
2641,4214641,7
2642,4214642,6
